ticker,n_months,mean_pred_return,mean_actual_return,mae,rmse,directional_accuracy,pred_actual_corr,avg_pred_rank,avg_actual_rank,avg_rank_error,topk_hits,pred_topk_count,actual_topk_count
SDR.L,11,0.0024088747945454543,0.014815698615708917,0.044550077466374134,0.05313792049543004,0.36363636363636365,-0.47507137653546033,56.81818181818182,44.72727272727273,39.0,0,2,2
GAW.L,11,0.0067134067,0.027078689023667432,0.06375676495870551,0.08513204167864499,0.36363636363636365,-0.47422881860391114,35.27272727272727,48.18181818181818,40.36363636363637,0,3,4
RMV.L,11,0.009309976209090909,-0.020472613990252655,0.064375621050634,0.08273436112484059,0.5454545454545454,-0.3510339864190889,40.18181818181818,58.36363636363637,41.09090909090909,0,4,1
BA.L,11,0.009042180518181819,0.03545867566482607,0.09051238837121765,0.10091048440911196,0.45454545454545453,-0.4296430828315308,27.454545454545453,41.36363636363637,41.72727272727273,1,4,4
BNZL.L,11,0.009357046254545453,-0.04153129080946371,0.06912657974526105,0.08978261192855627,0.36363636363636365,0.1845880134496854,33.18181818181818,70.9090909090909,42.09090909090909,1,5,1
EZJ.L,11,0.003533159918181818,0.0031069682988988444,0.0667261538065334,0.08517583769640821,0.36363636363636365,-0.22488013923815747,43.54545454545455,50.90909090909091,42.27272727272727,0,4,2
BAB.L,11,0.02086471060909091,0.08741530330385276,0.13967262464425612,0.1615228074641841,0.5454545454545454,-0.7201067045370907,19.0,32.27272727272727,42.54545454545455,3,7,7
JD.L,11,0.01709372158181818,0.0016717361389336708,0.08667858941441754,0.10400385635766037,0.36363636363636365,0.2381987619610856,34.45454545454545,50.09090909090909,43.09090909090909,3,7,4
WTB.L,11,0.004216590745454545,-0.005646084783951855,0.06873298621170656,0.08027939822397971,0.2727272727272727,-0.16566286827927149,50.27272727272727,51.36363636363637,44.90909090909091,1,4,3
ENT.L,11,0.025710281727272723,0.015715374734867785,0.10918489383891491,0.1311362625161049,0.36363636363636365,-0.020427092404942622,14.272727272727273,46.27272727272727,45.63636363636363,4,10,5
BRBY.L,11,0.020504746909090907,0.02090164751572856,0.1396187745621681,0.171782286723705,0.2727272727272727,0.2183671747674215,22.727272727272727,49.09090909090909,55.27272727272727,2,8,4
