n_estimators,max_depth,min_samples_leaf,min_samples_split,max_features,fold,train_start,train_end,val_start,val_end,RMSE,DirectionalAccuracy,SpearmanRankCorr_mean,TopKHitRate_mean,Months_evaluated,CombinedScore
500,4,20,40,0.5,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.09640582571523836,0.5397727272727273,-0.05736872663961028,0.2611111111111111,18,0.16572008754048412
500,4,20,40,0.5,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.08498933614611066,0.48696145124716556,0.06523228346299913,0.29166666666666663,18,0.1987858272192941
500,4,20,40,0.5,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07278421372217983,0.5250284414106939,-0.014211966913432893,0.2679824561403509,18,0.1806897134584674
500,4,30,20,sqrt,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.06374363034703846,0.4723049434187016,0.03097764958654313,0.24853801169590645,18,0.17644497910453566
500,4,30,20,sqrt,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.0946153393312432,0.5424224692802808,-0.008221266166345139,0.24108187134502923,18,0.17188476441898146
500,4,30,20,sqrt,3,2015-12-31,2020-05-31,2020-06-30,2021-11-30,0.09477141820106219,0.5289772727272727,-0.05409504346360017,0.25555555555555554,18,0.1627618544837865
500,4,30,20,sqrt,4,2015-12-31,2021-11-30,2021-12-31,2023-05-31,0.08490448453194924,0.48922902494331066,0.06518016974570731,0.2944444444444445,18,0.20021550607425467
500,4,30,20,sqrt,5,2015-12-31,2023-05-31,2023-06-30,2024-11-30,0.07247868825714883,0.5273037542662116,-0.010750652483533983,0.26549707602339184,18,0.1812013266891162
500,4,30,20,0.5,1,2015-12-31,2017-05-31,2017-06-30,2018-11-30,0.06382381573486168,0.478856462179869,0.028404944330351387,0.23976608187134504,18,0.1740258940265601
500,4,30,20,0.5,2,2015-12-31,2018-11-30,2018-12-31,2020-05-31,0.09495972164349394,0.5207723815096548,-0.017000279437978466,0.22646198830409356,18,0.16017415802017032
